Date,Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Impressions,Clicks,CTR,Installs,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Revenue,Total Cost,ROI,ARPU,Average eCPI,af_login (Unique users),af_login (Event counter),af_login (Sales in USD),af_purchase (Unique users),af_purchase (Event counter),af_purchase (Sales in USD),le_usercharactercreate (Unique users),le_usercharactercreate (Event counter),le_usercharactercreate (Sales in USD),le_usercharacterlevelup (Unique users),le_usercharacterlevelup (Event counter),le_usercharacterlevelup (Sales in USD)
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_General(All)_0410-Android(TW)_素材A001_31歲-45歲(男)_興趣遊戲(2-1),N/A,N/A,N/A,5,N/A,37,2,0.4000,0.0000,N/A,N/A,0.0000,N/A,5,15,0.0,0,0,0.0,5,5,0.0,5,43,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_General(All)_0410-Android(TW)_素材B001_31歲-45歲(男)_興趣遊戲(2-2),N/A,N/A,N/A,3,N/A,6,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,3,3,0.0,0,0,0.0,3,3,0.0,3,12,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_General(All)_0410-Android(TW)_素材B003_31歲-45歲(男)_興趣遊戲(2-3),N/A,N/A,N/A,3,N/A,8,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,3,3,0.0,0,0,0.0,3,3,0.0,3,9,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408-Android(TW)_MUA001_18歲-45歲(全)_LL(1-5),N/A,N/A,N/A,4,N/A,25,1,0.2500,0.0000,N/A,N/A,0.0000,N/A,4,10,0.0,0,0,0.0,4,4,0.0,4,29,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408-Android(TW)_MUA001_18歲-45歲(全)_名單(2-5),N/A,N/A,N/A,2,N/A,23,2,1.0000,0.0000,N/A,N/A,0.0000,N/A,1,2,0.0,0,0,0.0,1,1,0.0,1,16,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408-Android(TW)_素材A001_18歲-45歲(全)_LL(1-1),N/A,N/A,N/A,28,N/A,105,11,0.3929,0.0000,N/A,N/A,0.0000,N/A,25,46,0.0,0,0,0.0,24,24,0.0,23,138,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408-Android(TW)_素材A001_18歲-45歲(全)_名單(2-1),N/A,N/A,N/A,12,N/A,51,8,0.6667,0.0000,N/A,N/A,0.0000,N/A,12,17,0.0,0,0,0.0,12,12,0.0,12,72,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408-Android(TW)_素材A002_18歲-45歲(全)_LL(1-2),N/A,N/A,N/A,6,N/A,43,5,0.8333,0.0000,N/A,N/A,0.0000,N/A,6,16,0.0,0,0,0.0,6,6,0.0,6,38,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408-Android(TW)_素材A002_18歲-45歲(全)_名單(2-2),N/A,N/A,N/A,2,N/A,3,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,2,2,0.0,0,0,0.0,2,2,0.0,2,10,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408-Android(TW)_素材B001_18歲-45歲(全)_LL(1-3),N/A,N/A,N/A,11,N/A,62,6,0.5455,0.0000,N/A,N/A,0.0000,N/A,11,26,0.0,0,0,0.0,8,8,0.0,9,68,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408-Android(TW)_素材B001_18歲-45歲(全)_名單(2-3),N/A,N/A,N/A,2,N/A,4,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,2,2,0.0,0,0,0.0,2,2,0.0,2,8,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408_AudienceNetwork-Android(TW)_MUA001_18歲-45歲(全)_名單(2-5)_AudienceNetwork,N/A,N/A,N/A,1,N/A,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,1,1,0.0,1,2,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408_AudienceNetwork-Android(TW)_素材A001_18歲-45歲(全)_LL(1-1)_AudienceNetwork,N/A,N/A,N/A,2,N/A,13,1,0.5000,0.0000,N/A,N/A,0.0000,N/A,1,5,0.0,0,0,0.0,1,1,0.0,1,12,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408_AudienceNetwork-Android(TW)_素材A001_18歲-45歲(全)_名單(2-1)_AudienceNetwork,N/A,N/A,N/A,1,N/A,4,1,1.0000,0.0000,N/A,N/A,0.0000,N/A,1,2,0.0,0,0,0.0,1,1,0.0,1,8,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408_AudienceNetwork-Android(TW)_素材B001_18歲-45歲(全)_LL(1-3)_AudienceNetwork,N/A,N/A,N/A,1,N/A,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,1,1,0.0,1,2,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408_AudienceNetwork-Android(TW)_素材B001_18歲-45歲(全)_名單(2-3)_AudienceNetwork,N/A,N/A,N/A,1,N/A,3,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,1,1,0.0,1,2,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Mobile(All)_0408-Android(TW)_素材A001_18歲-45歲(男)_興趣手遊(1-1),N/A,N/A,N/A,2,N/A,4,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,2,2,0.0,0,0,0.0,2,2,0.0,2,18,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Mobile(All)_0408-Android(TW)_素材A002_18歲-45歲(女)_興趣手遊(2-2),N/A,N/A,N/A,1,N/A,9,1,1.0000,0.0000,N/A,N/A,0.0000,N/A,1,4,0.0,0,0,0.0,1,1,0.0,1,17,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Mobile(All)_0408-Android(TW)_素材A002_18歲-45歲(男)_興趣手遊(1-2),N/A,N/A,N/A,2,N/A,6,1,0.5000,0.0000,N/A,N/A,0.0000,N/A,2,3,0.0,0,0,0.0,2,2,0.0,2,7,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Mobile(All)_0408-Android(TW)_素材B001_18歲-45歲(男)_興趣手遊(1-3),N/A,N/A,N/A,16,N/A,90,7,0.4375,0.0000,N/A,N/A,0.0000,N/A,16,20,0.0,0,0,0.0,16,16,0.0,13,79,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Mobile(All)_0408-Android(TW)_素材B002_18歲-45歲(女)_興趣手遊(2-4),N/A,N/A,N/A,1,N/A,1,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,1,1,0.0,1,4,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Mobile(All)_0408_AudienceNetwork-Android(TW)_MUA001_18歲-45歲(男)_興趣手遊(1-5)_AudienceNetwork,N/A,N/A,N/A,1,N/A,26,1,1.0000,0.0000,N/A,N/A,0.0000,N/A,1,12,0.0,0,0,0.0,1,1,0.0,1,18,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Mobile(All)_0408_AudienceNetwork-Android(TW)_素材A002_18歲-45歲(女)_興趣手遊(2-2)_AudienceNetwork,N/A,N/A,N/A,1,N/A,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,1,1,0.0,1,4,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Mobile(All)_0408_AudienceNetwork-Android(TW)_素材B001_18歲-45歲(男)_興趣手遊(1-3)_AudienceNetwork,N/A,N/A,N/A,1,N/A,18,1,1.0000,0.0000,N/A,N/A,0.0000,N/A,1,6,0.0,0,0,0.0,1,1,0.0,1,18,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Strategy(All)_0409-Android(TW)_素材A001_18歲-30歲(男)_興趣策略(1-1),N/A,N/A,N/A,3,N/A,26,2,0.6667,0.0000,N/A,N/A,0.0000,N/A,3,9,0.0,0,0,0.0,3,3,0.0,3,26,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Strategy(All)_0409-Android(TW)_素材A001_31歲-45歲(男)_興趣策略(2-1),N/A,N/A,N/A,8,N/A,70,3,0.3750,0.0000,N/A,N/A,0.0000,N/A,7,14,0.0,0,0,0.0,6,7,0.0,6,72,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Strategy(All)_0409-Android(TW)_素材B003_18歲-30歲(男)_興趣策略(1-2),N/A,N/A,N/A,2,N/A,30,2,1.0000,0.0000,N/A,N/A,0.0000,N/A,2,8,0.0,0,0,0.0,2,2,0.0,2,15,0.0
2016-04-10,TW,None,Facebook Mobile App Install Ads,TW_Android_Strategy(All)_0409_AudienceNetwork-Android(TW)_素材B003_18歲-30歲(男)_興趣策略(1-2)_AudienceNetwork,N/A,N/A,N/A,1,N/A,6,1,1.0000,0.0000,N/A,N/A,0.0000,N/A,1,2,0.0,0,0,0.0,1,1,0.0,1,1,0.0
2016-04-10,TW,None,Organic,None,N/A,N/A,N/A,608,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,1168,0.0,0,0,0.0,0,572,0.0,0,4665,0.0
2016-04-10,US,None,Organic,None,N/A,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-11,HK,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,3,0.0,0,0,0.0,0,1,0.0,0,9,0.0
2016-04-11,MO,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,1,0.0,0,0,0.0,0,1,0.0,0,1,0.0
2016-04-11,TW,None,Facebook Mobile App Install Ads,TW_Android_Game(All)_0410-Android(TW)_素材A001_31歲-45歲(男)_興趣遊戲(2-1),N/A,N/A,N/A,1,N/A,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,1,1,0.0,1,4,0.0
2016-04-11,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408-Android(TW)_MUA001_18歲-45歲(全)_LL(1-5),N/A,N/A,N/A,1,N/A,3,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-11,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408-Android(TW)_MUA001_18歲-45歲(全)_名單(2-5),N/A,N/A,N/A,1,N/A,1,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,1,1,0.0,1,7,0.0
2016-04-11,TW,None,Facebook Mobile App Install Ads,TW_Android_LAL(All)_0408-Android(TW)_素材A001_18歲-45歲(全)_名單(2-1),N/A,N/A,N/A,2,N/A,6,1,0.5000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,1,1,0.0,1,7,0.0
2016-04-11,TW,None,Organic,None,N/A,N/A,N/A,73,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,86,0.0,0,0,0.0,0,56,0.0,0,323,0.0
2016-04-12,TW,None,Organic,None,N/A,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-13,CN,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-13,TW,None,Facebook Mobile App Install Ads,TW_Android_Mobile(All)_0408_AudienceNetwork-Android(TW)_素材A002_18歲-45歲(男)_興趣手遊(1-2)_AudienceNetwork,N/A,N/A,N/A,1,N/A,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-13,TW,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,16,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-14,CN,None,Organic,None,N/A,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-14,HK,None,Organic,None,N/A,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,3,0.0,0,0,0.0,0,1,0.0,0,1,0.0
2016-04-14,TW,None,Organic,None,N/A,N/A,N/A,6,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,73,0.0,0,0,0.0,0,7,0.0,0,38,0.0
2016-04-15,CN,None,Organic,None,N/A,N/A,N/A,13,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-15,HK,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,15,0.0,0,0,0.0,0,11,0.0,0,11,0.0
2016-04-15,TH,None,Organic,None,N/A,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-15,TW,None,0407_jo_test01,None,N/A,N/A,N/A,1,N/A,1,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,1,1,0.0,1,3,0.0
2016-04-15,TW,None,Organic,None,N/A,N/A,N/A,18,N/A,0,0,0.0000,0.2400,N/A,N/A,0.0133,N/A,0,88,0.0,0,8,0.24,0,9,0.0,0,41,0.0
2016-04-16,CN,None,Organic,None,N/A,N/A,N/A,13,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,9,0.0,0,0,0.0,0,1,0.0,0,1,0.0
2016-04-16,TW,None,Organic,None,N/A,N/A,N/A,2,N/A,0,0,0.0000,1.8500,N/A,N/A,0.9250,N/A,0,5,0.0,0,1,1.85,0,0,0.0,0,6,0.0
2016-04-18,CN,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-18,TW,None,Organic,None,N/A,N/A,N/A,4,N/A,0,0,0.0000,0.0300,N/A,N/A,0.0075,N/A,0,5,0.0,0,1,0.03,0,2,0.0,0,21,0.0
2016-04-19,CN,None,0419test01_jessy,None,N/A,5,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,CN,None,Organic,None,N/A,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,CN,None,jessy_0419test02,None,N/A,6,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,HK,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,3,0.0,0,0,0.0,0,3,0.0,0,3,0.0
2016-04-19,JP,None,0407_jo_test01,None,N/A,3,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,JP,None,0407_jo_test02,None,N/A,3,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,JP,None,0419test01_jo,None,N/A,3,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,JP,None,JO_0405,TEST1,N/A,3,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,JP,None,jo_0419test02,None,N/A,6,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,JP,None,new_0405_jo_note4_test1,None,N/A,3,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,JP,None,test_0405_jo,test2,N/A,3,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,JP,None,test_0405_jo_test03,None,N/A,3,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,TW,None,0419test01_jasonausu,None,N/A,1,N/A,1,1.0000,3,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,3,0.0,0,0,0.0,0,0,0.0,1,3,0.0
2016-04-19,TW,None,0419test01_jessy,None,N/A,3,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2016-04-19,TW,None,0419test01_jo,None,N/A,3,N/A,1,0.3333,2,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,2,0.0,0,0,0.0,1,1,0.0,1,2,0.0
2016-04-19,TW,None,Organic,None,N/A,N/A,N/A,4,N/A,0,0,0.0000,3.7800,N/A,N/A,0.9450,N/A,0,14,0.0,0,3,3.78,0,2,0.0,0,26,0.0
2016-04-19,TW,None,jason_0419test02,None,N/A,1,N/A,1,1.0000,42,1,1.0000,14.8800,N/A,N/A,14.8800,N/A,1,31,0.0,1,2,14.88,1,3,0.0,1,44,0.0
2016-04-19,TW,None,jessy_0419test02,None,N/A,5,N/A,1,0.2000,34,1,1.0000,3.7100,N/A,N/A,3.7100,N/A,1,3,0.0,1,2,3.71,1,1,0.0,1,7,0.0
2016-04-19,TW,None,jo_0419test02,None,N/A,1,N/A,1,1.0000,26,1,1.0000,0.0000,N/A,N/A,0.0000,N/A,1,9,0.0,0,0,0.0,1,1,0.0,1,15,0.0
2016-04-19,TW,None,lucy_0419test01,None,N/A,1,N/A,1,1.0000,4,1,1.0000,0.0000,N/A,N/A,0.0000,N/A,1,3,0.0,0,0,0.0,1,1,0.0,1,10,0.0
